POCO,CADASTRO,OPERADOR,POCO_OPERADOR,ESTADO,BACIA,BLOCO,SIG_CAMPO,CAMPO,TERRA_MAR,POCO_POS_ANP,TIPO,CATEGORIA,RECLASSIFICACAO,SITUACAO,INÍCIO,TÉRMINO,CONCLUSAO,TITULARIDADE,LATITUDE_BASE_4C,LONGITUDE_BASE_4C,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,DATUM_HORIZONTAL,TIPO_DE_COORDENADA_DE_BASE,DIRECAO,PROFUNDIDADE_VERTICAL_M,PROFUNDIDADE_SONDADOR_M,PROFUNDIDADE_MEDIDA_M,REFERENCIA_DE_PROFUNDIDADE,MESA_ROTATIVA,COTA_ALTIMETRICA_M,LAMINA_D_AGUA_M,DATUM_VERTICAL,UNIDADE_ESTRATIGRAFICA,GEOLOGIA_GRUPO_FINAL,GEOLOGIA_FORMACAO_FINAL,GEOLOGIA_MEMBRO_FINAL,CDPE,AGP,PC,PAG,PERFIS_CONVENCIONAIS,DURANTE_PERFURACAO,PERFIS_DIGITAIS,PERFIS_PROCESSADOS,PERFIS_ESPECIAIS,AMOSTRA_LATERAL,SISMICA,TABELA_TEMPO_PROFUNDIDADE,DADOS_DIRECIONAIS,TESTE_A_CABO,TESTE_DE_FORMACAO,CANHONEIO,TESTEMUNHO,GEOQUIMICA,SIG_SONDA,NOM_SONDA,ATINGIU_PRESAL,DHA_ATUALIZACAO
8-MJ-89DP-BA,20240027477,PetroRecôncavo,8MJ89DPBA,BA,Recôncavo,,MJ   ,MATA DE SÃO JOÃO,T,S,8 ,Injeção,ABANDONADO POR OBJETIVO/ALVO NÃO ATINGIDO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/21/2014,2/23/2014,2/25/2014,Publico,"	-12:29:22,397","	-38:17:56,793","-12,4895547222","-38,2991091666",SIRGAS2000,Definitiva,Direcional,-1329.5,1412,1407.7,MR,41.69,36.51,0,NM,,Santo Amaro,Itaparica,,Existe,,,,Existe,,,,,,,,Existe,,,,,,PR-04,National Oilwell Varco - 750,I,5/3/2026
8-ML-22-BA,202400315200,Petrobras,8ML  0022  BA,BA,Recôncavo,ML,ML   ,MALOMBÊ,T,N,8 ,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,3/8/1978,4/2/1978,4/2/1978,Publico,"	-11:54:07,549","	-37:53:38,247","-11,9020969444","-37,8939575",SIRGAS2000,Definitiva,Vertical,,1265,,MR,95.4,,,,,,,,,,,,,,Existe,,,,,,,,,,,,SC-53,SONDA CONVENCIONAL 53,,5/3/2026
8-ML-24-BA,202400331200,Petrobras,8ML  0024  BA,BA,Recôncavo,ML,ML   ,MALOMBÊ,T,N,8 ,Injeção,INJEÇÃO DE ÁGUA,FECHADO,10/6/1979,10/23/1979,10/23/1979,Publico,"	-11:53:55,645","	-37:53:22,787","-11,8987902777","-37,8896630555",SIRGAS2000,Definitiva,Vertical,,1278,,MR,106.09999,,,,,,,,,,,,,,Existe,,,,,,,,,,,,SC-27,SONDA CONVENCIONAL 27,,5/3/2026
8-ML-36-BA,202400388000,Petrobras,8ML  0036  BA,BA,Recôncavo,ML,ML   ,MALOMBÊ,T,N,8 ,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,5/22/1983,5/31/1983,5/31/1983,Publico,"	-11:54:07,104","	-37:53:43,964","-11,9019733333","-37,8955455555",SIRGAS2000,Definitiva,Vertical,,1219,,MR,86.4,,,,,,,,,,,,,,Existe,,,,,,,,,,,,SC-34,SONDA CONVENCIONAL 34,,5/3/2026
8-ML-50D-BA,20240026280,Petrobras,8ML50DBA,BA,Recôncavo,,ML   ,MALOMBÊ,T,S,8 ,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,5/27/2012,6/12/2012,7/5/2012,Publico,"	-11:53:47,952","	-37:53:13,289","-11,8966533333","-37,8870247222",SIRGAS2000,Definitiva,Direcional,-1207.16,1431,1431,MR,103.66,98.96,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,Existe,,,BCH-10,BCH-10,I,5/3/2026
8-ML-51D-BA,20240026339,Petrobras,8ML51DBA,BA,Recôncavo,,ML   ,MALOMBÊ,T,S,8 ,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,6/21/2012,6/30/2012,3/16/2013,Publico,"	-11:53:55,826","	-37:53:23,334","-11,8988405555","-37,889815",SIRGAS2000,Definitiva,Direcional,-1189.2,1350,1342.2,MR,106.51,101.81,0,NM,,,,,,,,,Existe,,,,,,,,Existe,,,,,,BCH-10,BCH-10,I,5/3/2026
8-MLL-16HP-RJS,74281021022,Petrobras,8MLL16HPRJS,RJ,Campos,MLL,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,8/8/2004,,8/14/2004,Publico,"	-22:24:16,792","	-39:57:04,909","-22,4046644444","-39,9513636111",SIRGAS2000,Definitiva,Horizontal,0,3150,3150,MR,27,0,1037,NM,,,,,Existe,Existe,,,,,Existe,,,,,,Existe,,,,,,SS-16,PETROBRAS X,,5/3/2026
8-MLL-16HPA-RJS,74281021040,Petrobras,8MLL16HPARJS,RJ,Campos,MLL,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,8/23/2004,,8/31/2004,Publico,"	-22:24:16,807","	-39:57:04,898","-22,4046686111","-39,9513605555",SIRGAS2000,Definitiva,Horizontal,0,4008,4008,MR,27,0,1037,NM,,,,,Existe,Existe,,,,,Existe,,,,,,Existe,,,,,,SS-16,PETROBRAS X,,5/3/2026
8-MLL-16HPB-RJS,74281021056,Petrobras,8MLL16HPBRJS,RJ,Campos,MLL,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,ABANDONADO POR OBJETIVO/ALVO NÃO ATINGIDO,ABANDONADO PERMANENTEMENTE,9/7/2004,,9/11/2004,Publico,"	-22:24:16,807","	-39:57:04,898","-22,4046686111","-39,9513605555",SIRGAS2000,Definitiva,Horizontal,0,3721,3721,MR,27,0,1037,NM,,,,,Existe,Existe,,,,,Existe,,,,,,Existe,,,,,,SS-16,PETROBRAS X,,5/3/2026
8-MLL-16HPC-RJS,74281021073,Petrobras,8MLL16HPCRJS,RJ,Campos,MLL,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,ABANDONADO POR OBJETIVO/ALVO NÃO ATINGIDO,ABANDONADO PERMANENTEMENTE,9/14/2004,,9/23/2004,Publico,"	-22:24:16,807","	-39:57:04,898","-22,4046686111","-39,9513605555",SIRGAS2000,Definitiva,Horizontal,0,0,0,MR,27,0,1037,NM,,,,,Existe,Existe,,,,,Existe,,,,,,Existe,,,,,,SS-16,PETROBRAS X,,5/3/2026
8-MLL-16HPE-RJS,74281022073,Petrobras,8MLL16HPERJS,RJ,Campos,MLL,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO PERMANENTEMENTE,11/24/2006,12/4/2006,12/4/2006,Publico,"	-22:24:16,807","	-39:57:04,898","-22,4046686111","-39,9513605555",SIRGAS2000,Definitiva,Horizontal,2800,0,3775,MR,24,0,1037,NM,,,,,Existe,Existe,,,,Existe,,,,,,,Existe,,,,,,SS-16,PETROBRAS X,,5/3/2026
8-MLL-16HPF-RJS,74281022257,Petrobras,8MLL16HPFRJS,RJ,Campos,MLL,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,,INJETANDO,3/29/2007,4/8/2007,6/3/2007,Publico,"	-22:24:16,807","	-39:57:04,898","-22,4046686111","-39,9513605555",SIRGAS2000,Definitiva,Horizontal,0,0,0,MR,24,0,1037,NM,,,,,,,,,,Existe,,,,,,,Existe,,,,,,SS-62,PARAGON MSS2 (NOBLE THERALD MARTIN),I,5/3/2026
8-MLL-18HP-RJS,74281020911,Petrobras,8MLL18HPRJS,RJ,Campos,MLL,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,4/23/2004,5/12/2004,6/11/2004,Publico,"	-22:24:20,193","	-39:56:58,267","-22,4056091666","-39,9495186111",SIRGAS2000,Definitiva,Horizontal,0,0,0,MR,27,0,1044,NM,,,,,Existe,Existe,,,,,Existe,,,,,,Existe,,,,,,SS-16,PETROBRAS X,,5/3/2026
8-MLL-35D-RJS,74281022624,Petrobras,8MLL35DRJS,RJ,Campos,MLL,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,10/23/2007,11/21/2007,4/20/2009,Publico,"	-22:27:34,311","	-39:55:42,077","-22,4595308333","-39,9283547222",SIRGAS2000,Definitiva,Direcional,-2832,0,2945,MR,14,0,1277,NM,,,,,Existe,,,,Existe,Existe,,,,Existe,,,Existe,,,,,,NS-15,PARAGON DPDS3 (NOBLE ROGER EASON),,5/3/2026
8-MLL-35DA-RJS,74281023878,Petrobras,8MLL35DARJS,RJ,Campos,MLL,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,4/21/2009,4/23/2009,4/26/2009,Publico,"	-22:27:34,311","	-39:55:42,077","-22,4595308333","-39,9283547222",SIRGAS2000,Definitiva,Direcional,2788,2889,2889,MR,14,0,1277,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,NS-15,PARAGON DPDS3 (NOBLE ROGER EASON),,5/3/2026
8-MLL-35DB-RJS,74281023875,Petrobras,8MLL35DBRJS,RJ,Campos,MLL,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,FECHADO,5/1/2009,5/2/2009,9/5/2009,Publico,"	-22:27:34,254","	-39:55:42,188","-22,459515","-39,9283855555",SIRGAS2000,Definitiva,Direcional,2787,2880,2880,MR,25,0,1277,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-51,LOUSIANA,,5/3/2026
8-MLL-36H-RJS,74281024302,Petrobras,8MLL36HRJS,RJ,Campos,MLL,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,FECHADO,10/10/2009,12/1/2009,1/9/2010,Publico,"	-22:28:20,361","	-39:57:07,748","-22,4723225","-39,9521522222",SIRGAS2000,Definitiva,Horizontal,-2786,4297,4297,MR,26,0,1198,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-55,OCEAN ALLIANCE,N,5/3/2026
8-MLL-38HP-RJS,74281022942,Petrobras,8MLL38HPRJS,RJ,Campos,MLL,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,4/7/2008,4/23/2008,9/12/2008,Publico,"	-22:27:14,350","	-39:58:10,284","-22,4539861111","-39,9695233333",SIRGAS2000,Definitiva,Horizontal,2706,3863,3863,MR,24,0,1094,NM,,,,,Existe,Existe,,,,Existe,,,,,,,Existe,,,,,,SS-62,PARAGON MSS2 (NOBLE THERALD MARTIN),,5/3/2026
8-MLL-48HP-RJS,74281026840,Petrobras,8MLL48HPRJS,RJ,Campos,,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,1/25/2013,1/27/2013,1/27/2013,Publico,"	-22:22:06,186","	-39:57:57,491","-22,368385","-39,9659697222",SIRGAS2000,Definitiva,Horizontal,-2676,2962,2962,MR,24,0,921,NM,,Campos,Ubatuba,Geribá,Existe,,,,,Existe,,,,,,,Existe,,,,,,NS-11,PARAGON DPDS1 (NOBLE PHOENIX),N,5/3/2026
8-MLL-48HPA-RJS,74281026902,Petrobras,8MLL48HPARJS,RJ,Campos,,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2/27/2013,2/28/2013,2/28/2013,Publico,"	-22:22:06,186","	-39:57:57,491","-22,368385","-39,9659697222",SIRGAS2000,Definitiva,Horizontal,-2641,2823,2823,MR,24,0,921,NM,,Campos,Ubatuba,Geribá,Existe,,,,,Existe,,,,,,,Existe,,,,,,NS-11,PARAGON DPDS1 (NOBLE PHOENIX),N,5/3/2026
8-MLL-48HPB-RJS,74281026914,Petrobras,8MLL48HPBRJS,RJ,Campos,,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,3/5/2013,6/15/2013,6/15/2013,Publico,"	-22:22:06,186","	-39:57:57,491","-22,368385","-39,9659697222",SIRGAS2000,Definitiva,Horizontal,-2689.5,3515,3515,MR,24,0,921,NM,,Campos,Ubatuba,Geribá,Existe,,,,,Existe,,,,,,,Existe,Existe,,,,,NS-11,PARAGON DPDS1 (NOBLE PHOENIX),N,5/3/2026
8-MLL-68HP-RJS,74281026829,Petrobras,8MLL68HPRJS,RJ,Campos,,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,1/22/2013,1/27/2013,1/27/2013,Publico,"	-22:26:55,486","	-39:57:57,199","-22,4487461111","-39,9658886111",SIRGAS2000,Definitiva,Horizontal,-2787.3,3904,3904,MR,25,0,1092,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,Existe,,,,,NS-17,PARAGON DPDS2 (NOBLE LEO SEGERIUS),N,5/3/2026
8-MLL-6H-RJS,74281022515,Petrobras,8MLL6HRJS,RJ,Campos,MLL,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,8/22/2007,3/8/2009,3/8/2009,Publico,"	-22:28:17,160","	-39:56:41,956","-22,4714333333","-39,9449877777",SIRGAS2000,Definitiva,Horizontal,-2793,0,3810,MR,14,0,1221,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,Existe,,,,,NS-17,PARAGON DPDS2 (NOBLE LEO SEGERIUS),,5/3/2026
8-MLL-6HA-RJS,74281023942,Petrobras,8MLL6HARJS,RJ,Campos,MLL,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,6/1/2009,6/2/2009,6/9/2009,Publico,"	-22:28:17,159","	-39:56:41,956","-22,4714330555","-39,9449877777",SIRGAS2000,Definitiva,Horizontal,0,3262,3262,MR,14,0,1221,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-51,LOUSIANA,,5/3/2026
8-MLL-76HP-RJS,74281028135,Petrobras,8MLL76HPRJS,RJ,Campos,,MLL  ,MARLIM LESTE,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,3/11/2015,4/1/2015,9/7/2017,Publico,"	-22:28:41,911","	-39:55:05,725","-22,4783086111","-39,9182569444",SIRGAS2000,Definitiva,Horizontal,-2758.2,3750,3750,MR,12,0,1408,NM,,Campos,Carapebus,,Existe,,,,,Existe,,,,,,,Existe,Existe,,,,,SS-58,ODN TAY IV,N,5/3/2026
8-MLS-119H-RJS,74281022196,Petrobras,8MLS119HRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,ABANDONADO POR OUTRAS RAZÕES,INJETANDO,2/17/2007,,8/19/2007,Publico,"	-22:36:38,964","	-40:03:36,631","-22,6108233333","-40,0601752777",SIRGAS2000,Definitiva,Horizontal,2875,0,3945,MR,19,0,1255,NM,,,,,,Existe,,,,Existe,,,,,,,Existe,,,,,,SS-57,ENSCO 6002,,5/3/2026
8-MLS-121HP-RJS,74281022676,Petrobras,8MLS121HPRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,11/25/2007,11/26/2007,12/13/2007,Publico,"	-22:38:02,238","	-40:05:43,681","-22,633955","-40,0954669444",SIRGAS2000,Definitiva,Horizontal,-2858,0,4031,MR,12,0,1255,NM,,,,,Existe,Existe,,,,Existe,,,,,,,Existe,,,,,,NS-09,S. C. LANCER,,5/3/2026
8-MLS-121HPA-RJS,74281022717,Petrobras,8MLS121HPARJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,12/15/2007,12/20/2007,3/12/2008,Publico,"	-22:38:02,238","	-40:05:43,681","-22,633955","-40,0954669444",SIRGAS2000,Definitiva,Horizontal,2816,4803,4803,MR,12,0,1255,NM,,,,,Existe,Existe,,,,Existe,,,,,,,Existe,,,,,,SS-57,ENSCO 6002,I,5/3/2026
8-MLS-123H-RJS,74281022218,Petrobras,8MLS123HRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,3/2/2007,12/18/2008,12/18/2008,Publico,"	-22:37:03,193","	-40:05:20,305","-22,6175536111","-40,0889736111",SIRGAS2000,Definitiva,Horizontal,-2811,0,3300,MR,19.5,0,1195.8,NM,,,,,Existe,Existe,,,,Existe,,,,,,,Existe,Existe,,,,,SS-56,ENSCO 6001,,5/3/2026
8-MLS-123HA-RJS,74281023563,Petrobras,8MLS123HARJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,12/22/2008,1/2/2009,1/4/2009,Publico,"	-22:37:03,178","	-40:05:20,318","-22,6175494444","-40,0889772222",SIRGAS2000,Definitiva,Horizontal,-2812,0,3401,MR,19.5,0,1201,NM,,,,,Existe,Existe,,,,Existe,,,,,,,Existe,,,,,,SS-56,ENSCO 6001,,5/3/2026
8-MLS-123HB-RJS,74281023613,Petrobras,8MLS123HBRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,1/6/2009,1/10/2009,2/15/2009,Publico,"	-22:37:03,178","	-40:05:20,318","-22,6175494444","-40,0889772222",SIRGAS2000,Definitiva,Horizontal,-2793,3860,3860,MR,19.5,0,1195.8,NM,,,,,Existe,Existe,,,,Existe,,,,,,,Existe,Existe,,,,,SS-56,ENSCO 6001,,5/3/2026
8-MLS-125HP-RJS,74281022350,Petrobras,8MLS125HPRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,5/26/2007,7/7/2008,8/15/2008,Publico,"	-22:36:57,503","	-40:05:48,702","-22,6159730555","-40,0968616666",SIRGAS2000,Definitiva,Horizontal,2822,0,3742,MR,14,0,1184,NM,,,,,Existe,Existe,,,,Existe,,,,,,,Existe,,,,,,NS-15,PARAGON DPDS3 (NOBLE ROGER EASON),,5/3/2026
8-MLS-127HP-RJS,74281023786,Petrobras,8MLS127HPRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,3/20/2009,4/20/2009,4/20/2009,Publico,"	-22:39:31,916","	-40:04:39,084","-22,6588655555","-40,0775233333",SIRGAS2000,Definitiva,Horizontal,2814,4102,4102,MR,19.5,0,1338.5,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-56,ENSCO 6001,,5/3/2026
8-MLS-133HP-RJS,74281021272,Petrobras,8MLS133HPRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,3/10/2005,,4/28/2005,Publico,"	-22:36:27,495","	-40:01:06,558","-22,6076375","-40,0184883333",SIRGAS2000,Definitiva,Horizontal,,3810,3810,MR,26,0,1384,NM,,,,,Existe,Existe,,,,,Existe,,,,,,Existe,,,,,,P-23,PETROBRAS  XXIII,,5/3/2026
8-MLS-133HPA-RJS,74281021327,Petrobras,8MLS133HPARJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,4/29/2005,,5/4/2005,Publico,"	-22:36:27,433","	-40:01:06,679","-22,6076202777","-40,0185219444",SIRGAS2000,Definitiva,Horizontal,,3810,3810,MR,26,0,1384,NM,,,,,Existe,Existe,,,,,Existe,,,,,,Existe,,,,,,P-23,PETROBRAS  XXIII,,5/3/2026
8-MLS-137HP-RJS,74281021319,Petrobras,8MLS137HPRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,4/18/2005,,5/12/2005,Publico,"	-22:33:03,719","	-40:00:22,818","-22,5510330555","-40,0063383333",SIRGAS2000,Definitiva,Horizontal,,4623,4623,MR,17,0,1241,NM,,,,,Existe,Existe,,,,,Existe,,,,,,Existe,,,,,,NS-23,DEEPWATER NAVIGATOR,,5/3/2026
8-MLS-141HP-RJS,74281021660,Petrobras,8MLS141HPRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1/19/2006,2/6/2006,3/13/2006,Publico,"	-22:32:51,313","	-39:59:43,555","-22,5475869444","-39,9954319444",SIRGAS2000,Definitiva,Horizontal,2990.2,0,3890,MR,13,0,1299,NM,,,,,Existe,Existe,,,Existe,Existe,,,,,,,Existe,,,,,,NS-18,NOBLE MURAVLENKO,,5/3/2026
8-MLS-143H-RJS,74281024804,Petrobras,8MLS143HRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,6/2/2010,8/18/2010,10/15/2010,Publico,"	-22:35:29,472","	-40:07:28,754","-22,59152","-40,1246538888",SIRGAS2000,Definitiva,Horizontal,-2701,3879,3879,MR,24,0,1085,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,Existe,,,,,SS-62,PARAGON MSS2 (NOBLE THERALD MARTIN),N,5/3/2026
8-MLS-145HP-RJS,74281023736,Petrobras,8MLS145HPRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/27/2009,3/9/2009,4/17/2009,Publico,"	-22:37:33,920","	-40:03:38,615","-22,6260888888","-40,0607263888",SIRGAS2000,Definitiva,Horizontal,-2851,3628,3628,MR,26,0,1287,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-55,OCEAN ALLIANCE,,5/3/2026
8-MLS-147HP-RJS,74281024164,Petrobras,8MLS147HPRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,FECHADO,9/6/2009,9/11/2009,10/17/2009,Publico,"	-22:38:17,044","	-40:04:36,335","-22,6380677777","-40,0767597222",SIRGAS2000,Definitiva,Horizontal,-2869.2,0,3900,MR,14,0,1332,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-56,ENSCO 6001,,5/3/2026
8-MLS-155HP-RJS,74281025139,Petrobras,8MLS155HPRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,10/25/2010,12/8/2010,1/26/2011,Publico,"	-22:36:32,264","	-39:59:14,342","-22,6089622222","-39,9873172222",SIRGAS2000,Definitiva,Horizontal,-2843,3910,3910,MR,14,0,1609,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,NS-17,PARAGON DPDS2 (NOBLE LEO SEGERIUS),N,5/3/2026
8-MLS-161HP-RJS,74281025171,Petrobras,8MLS161HPRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,FECHADO,11/5/2010,11/10/2010,11/17/2010,Publico,"	-22:34:54,838","	-40:01:53,649","-22,5818994444","-40,0315691666",SIRGAS2000,Definitiva,Horizontal,-2801,3643,3643,MR,12.5,0,1262,NM,,,,,Existe,,,,Existe,Existe,,,,,,,Existe,,,,,,NS-16,PEREGRINE I,N,5/3/2026
8-MLS-171HP-RJS,74281025168,Petrobras,8MLS171HPRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,ABANDONADO POR OBJETIVO FORA DE PREVISÃO,ABANDONADO PERMANENTEMENTE,11/5/2010,11/7/2010,11/13/2010,Publico,"	-22:33:53,198","	-40:04:40,998","-22,5647772222","-40,078055",SIRGAS2000,Definitiva,Horizontal,-2680,3265,3265,MR,19.5,0,1078,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-56,ENSCO 6001,N,5/3/2026
8-MLS-171HPA-RJS,74281025537,Petrobras,8MLS171HPARJS,RJ,Campos,,MLS  ,MARLIM SUL,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,5/28/2011,6/30/2011,8/18/2011,Publico,"	-22:33:53,198","	-40:04:40,994","-22,5647772222","-40,0780538888",SIRGAS2000,Definitiva,Horizontal,-2660,3519,3519,MR,19.5,0,1078,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,NS-18,NOBLE MURAVLENKO,N,5/3/2026
8-MLS-173H-RJS,74281025761,Petrobras,8MLS173HRJS,RJ,Campos,,MLS  ,MARLIM SUL,M,S,8 ,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,INJETANDO,9/24/2011,11/26/2011,12/30/2011,Publico,"	-22:36:49,060","	-39:58:01,001","-22,6136277777","-39,9669447222",SIRGAS2000,Definitiva,Horizontal,-2885.5,3957,3957,MR,25,0,1745,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,Existe,,,,,SS-51,LOUSIANA,N,5/3/2026
8-MLS-17HP-RJS,742810241100,Petrobras,8MLS 0017HPRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,N,8 ,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,2/23/2000,10/29/2000,10/29/2000,Publico,"	-22:30:48,183","	-40:04:43,942","-22,5133841666","-40,0788727777",SIRGAS2000,Definitiva,Horizontal,0,3326,3326,MR,22,0,981,NM,,,,,,,,,,Existe,,,,,,,Existe,,,,,,SS-41,TRANSOCEAN LEGEND,I,5/3/2026
8-MLS-181HP-RJS,74281025320,Petrobras,8MLS181HPRJS,RJ,Campos,MLS,MLS  ,MARLIM SUL,M,S,8 ,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,1/25/2011,9/26/2011,9/29/2011,Publico,"	-22:35:27,359","	-39:59:39,337","-22,5909330555","-39,9942602777",SIRGAS2000,Definitiva,Horizontal,-2917,3640,3640,MR,13,0,1438,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,NS-18,NOBLE MURAVLENKO,N,5/3/2026
8-MLS-181HPA-RJS,74281025779,Petrobras,8MLS181HPARJS,RJ,Campos,,MLS  ,MARLIM SUL,M,S,8 ,Injeção,INJEÇÃO DE ÁGUA,FECHADO,9/30/2011,10/8/2011,11/13/2011,Publico,"	-22:35:27,359","	-39:59:39,337","-22,5909330555","-39,9942602777",SIRGAS2000,Definitiva,Horizontal,-2889,4116,4116,MR,13,0,1438,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,NS-18,NOBLE MURAVLENKO,N,5/3/2026
