POCO,CADASTRO,OPERADOR,POCO_OPERADOR,ESTADO,BACIA,BLOCO,SIG_CAMPO,CAMPO,TERRA_MAR,POCO_POS_ANP,TIPO,CATEGORIA,RECLASSIFICACAO,SITUACAO,INÍCIO,TÉRMINO,CONCLUSAO,TITULARIDADE,LATITUDE_BASE_4C,LONGITUDE_BASE_4C,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,DATUM_HORIZONTAL,TIPO_DE_COORDENADA_DE_BASE,DIRECAO,PROFUNDIDADE_VERTICAL_M,PROFUNDIDADE_SONDADOR_M,PROFUNDIDADE_MEDIDA_M,REFERENCIA_DE_PROFUNDIDADE,MESA_ROTATIVA,COTA_ALTIMETRICA_M,LAMINA_D_AGUA_M,DATUM_VERTICAL,UNIDADE_ESTRATIGRAFICA,GEOLOGIA_GRUPO_FINAL,GEOLOGIA_FORMACAO_FINAL,GEOLOGIA_MEMBRO_FINAL,CDPE,AGP,PC,PAG,PERFIS_CONVENCIONAIS,DURANTE_PERFURACAO,PERFIS_DIGITAIS,PERFIS_PROCESSADOS,PERFIS_ESPECIAIS,AMOSTRA_LATERAL,SISMICA,TABELA_TEMPO_PROFUNDIDADE,DADOS_DIRECIONAIS,TESTE_A_CABO,TESTE_DE_FORMACAO,CANHONEIO,TESTEMUNHO,GEOQUIMICA,SIG_SONDA,NOM_SONDA,ATINGIU_PRESAL,DHA_ATUALIZACAO
1-MB-1-SE,901200050800,,1MB  0001  SE,SE,Sergipe,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,DEVOLVIDO,9/17/1968,9/26/1968,9/26/1968,Publico,"	-10:26:14,799","	-36:46:50,788","-10,4374441666","-36,7807744444",SIRGAS2000,Definitiva,Vertical,,643,,MR,261,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,Existe,SC-33,SONDA CONVENCIONAL 33,,5/3/2026
1-MBR-1-BA,202150574800,,1MBR 0001  BA,BA,Tucano Norte,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,8/6/1995,12/2/1995,12/2/1995,Publico,"	-09:15:22,460","	-38:38:13,632","-9,2562388888","-38,63712",SIRGAS2000,Definitiva,Vertical,,4848,,MR,464.5,,,,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,Existe,SC-110,SONDA CONVENCIONAL 110,,5/3/2026
1-MC-1-BA,202200014000,,1MC  0001  BA,BA,Tucano Central,Brasil,,,T,N,1 ,Pioneiro,OBSERVAÇÃO,CEDIDO PARA A CAPTAÇÃO DE ÁGUA,4/19/1948,1/17/1949,1/17/1949,Publico,"	-11:01:59,081","	-38:47:36,506","-11,0330780555","-38,7934738888",SIRGAS2000,Definitiva,Vertical,,1861.4,,MR,203,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-3,SONDA CONVENCIONAL 3,,5/3/2026
1-MC-1-RN,721000383100,,1MC  0001  RN,RN,Potiguar,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,CEDIDO PARA A CAPTAÇÃO DE ÁGUA,2/26/1991,3/24/1991,3/24/1991,Publico,"	-05:13:32,769","	-37:21:07,787","-5,2257691666","-37,3521630555",SIRGAS2000,Definitiva,Vertical,,1194,,MR,14,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,Existe,SC-94,SONDA CONVENCIONAL 94,,5/3/2026
1-MC-1-RS,703000008900,,1MC  0001  RS,RS,Paraná,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,1/15/1982,3/24/1982,3/24/1982,Publico,"	-28:21:08,691","	-51:06:47,903","-28,3524141666","-51,1133063888",SIRGAS2000,Definitiva,Vertical,,2308.6,,MR,915,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,BA-2                          ,,,5/3/2026
1-MC-2-SC,823000709000,,1MC  0002  SC,SC,Paraná,Brasil,,,T,N,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,11/16/1973,1/22/1974,1/22/1974,Publico,"	-26:31:57,416","	-51:09:41,501","-26,5326155555","-51,1615280555",SIRGAS2000,Definitiva,Vertical,,2718,,MR,1060,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-60,SONDA CONVENCIONAL 60,,5/3/2026
1-MD-1-AL,081150004100,,1MD  0001  AL,AL,Alagoas,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,DEVOLVIDO,12/19/1958,6/28/1959,6/28/1959,Publico,"	-09:41:16,964","	-35:51:31,415","-9,6880455555","-35,8587263888",SIRGAS2000,Definitiva,Vertical,,,,MR,102,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-60,SONDA CONVENCIONAL 60,,5/3/2026
1-MD-1-AM,140300004600,,1MD  0001  AM,AM,Amazonas,Brasil,,,T,N,1 ,Pioneiro,SECO COM INDÍCIOS GÁS NATURAL,ARRASADO,7/9/1958,12/5/1958,12/5/1958,Publico,"	-04:01:33,485","	-59:51:41,861","-4,0259680555","-59,8616280555",SIRGAS2000,Definitiva,Vertical,,2610,,MR,39,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-26,SONDA CONVENCIONAL 26,,5/3/2026
1-MD-1-BA,202400092100,,1MD  0001  BA,BA,Recôncavo,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,4/24/1960,11/6/1960,11/6/1960,Publico,"	-12:45:06,699","	-38:36:30,108","-12,7518608333","-38,6083633333",SIRGAS2000,Definitiva,Vertical,,1644.2,,MR,6.3,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-66,SONDA CONVENCIONAL 66,,5/3/2026
1-MD-1-MA,500900002200,,1MD  0001  MA,MA,Parnaíba,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,6/27/1957,4/26/1958,4/26/1958,Publico,"	-06:23:01,724","	-44:18:01,363","-6,3838122222","-44,3003786111",SIRGAS2000,Definitiva,Vertical,,2827.5,,MR,232,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-15,SONDA CONVENCIONAL 15,,5/3/2026
1-MD-2-AL,081150011800,,1MD  0002  AL,AL,Alagoas,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,DEVOLVIDO,10/10/1962,11/21/1962,11/21/1962,Publico,"	-09:41:46,141","	-35:51:38,418","-9,6961502777","-35,8606716666",SIRGAS2000,Definitiva,Vertical,,,,MR,101,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,Existe,SC-59,SONDA CONVENCIONAL 59,,5/3/2026
1-MD-2-BA,202400102200,,1MD  0002  BA,BA,Recôncavo,Brasil,,,T,N,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,11/29/1960,1/22/1961,1/22/1961,Publico,"	-12:45:26,870","	-38:35:45,102","-12,7574638888","-38,5958616666",SIRGAS2000,Definitiva,Vertical,,1610,,MR,6.09999,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-66,SONDA CONVENCIONAL 66,,5/3/2026
1-MD-3-AL,081150178400,,1MD  0003  AL,AL,Alagoas,Brasil,MD   ,MARECHAL DEODORO,T,N,1 ,Pioneiro,DESCOBRIDOR DE CAMPO COM GÁS NATURAL,DEVOLVIDO,11/20/1980,2/17/1981,2/17/1981,Publico,"	-09:42:11,016","	-35:50:57,587","-9,70306","-35,8493297222",SIRGAS2000,Definitiva,Vertical,,,,MR,89,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SM-3                          ,,,5/3/2026
1-MD-3-BA,202400111800,,1MD  0003  BA,BA,Recôncavo,Brasil,,,T,N,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ARRASADO,5/5/1961,6/7/1961,6/7/1961,Publico,"	-12:44:14,083","	-38:36:39,757","-12,7372452777","-38,6110436111",SIRGAS2000,Definitiva,Vertical,,1553.7,,MR,10.6,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-52,SONDA CONVENCIONAL 52,,5/3/2026
1-MD-5-AL,081150270800,,1MD  0005  AL,AL,Alagoas,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,9/29/1984,11/6/1984,11/6/1984,Publico,"	-09:41:35,081","	-35:50:48,996","-9,6930780555","-35,8469433333",SIRGAS2000,Definitiva,Vertical,,,,MR,85,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,QG-01,QUEIROZ GALVÃO 01,,5/3/2026
1-MDB-1-BA,202400114300,,1MDB 0001  BA,BA,Recôncavo,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO POR LOGÍSTICA EXPLORATÓRIA,6/8/1961,8/19/1961,8/19/1961,Publico,"	-12:32:00,425","	-38:31:36,713","-12,5334513888","-38,5268647222",SIRGAS2000,Definitiva,Vertical,,2154.1,,MR,56,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-28,SONDA CONVENCIONAL 28,,5/3/2026
1-MDB-2-BA,202400346800,,1MDB 0002  BA,BA,Recôncavo,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,DEVOLVIDO,3/30/1981,5/1/1981,5/1/1981,Publico,"	-12:32:55,929","	-38:32:02,918","-12,5488691666","-38,5341438888",SIRGAS2000,Definitiva,Vertical,,1899,,MR,55.79999,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SC-78,SONDA CONVENCIONAL 78,,5/3/2026
1-MDS-1-BA,202200216500,,1MDS 0001  BA,BA,Tucano Central,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,9/14/1967,11/28/1967,11/28/1967,Publico,"	-11:05:00,891","	-38:40:11,705","-11,0835808333","-38,6699180555",SIRGAS2000,Definitiva,Vertical,,3105,,MR,164,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,Existe,SC-65,SONDA CONVENCIONAL 65,,5/3/2026
1-MDU-1-BA,202400297000,Petrobras,1MDU 0001  BA,BA,Recôncavo,AR,AR   ,ARAÇÁS,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,5/28/1976,7/22/1976,7/22/1976,Publico,"	-12:10:28,429","	-38:07:26,484","-12,1745636111","-38,1240233333",SIRGAS2000,Definitiva,Vertical,,1943,,MR,104,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SC-65,SONDA CONVENCIONAL 65,,5/3/2026
1-MDU-2-BA,202400328800,Petrobras,1MDU 0002  BA,BA,Recôncavo,AR,AR   ,ARAÇÁS,T,N,1 ,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,7/22/1979,11/21/1979,11/21/1979,Publico,"	-12:09:22,624","	-38:08:14,012","-12,1562844444","-38,1372255555",SIRGAS2000,Definitiva,Vertical,,3426,,MR,101,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,Existe,SC-72,SONDA CONVENCIONAL 72,,5/3/2026
1-ME-1-BA,202400091800,3R Bahia,1ME  0001  BA,BA,Recôncavo,A,A    ,ARATU,T,N,1 ,Pioneiro,ABANDONADO POR ERUPÇÃO,ABANDONADO PERMANENTEMENTE,4/12/1960,11/2/1960,11/2/1960,Publico,"	-12:46:10,619","	-38:26:06,537","-12,7696163888","-38,4351491666",SIRGAS2000,Definitiva,Vertical,0,3367,0,MR,21,0,0,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-49,SONDA CONVENCIONAL 49,I,5/3/2026
1-ME-1-SE,901200035300,Carmo,1ME  0001  SE,SE,Sergipe,RO,RO   ,RIACHUELO,T,N,1 ,Pioneiro,EXTENSÃO PARA PETRÓLEO,INJETANDO,12/12/1966,12/22/1966,12/22/1966,Publico,"	-10:41:04,353","	-37:11:43,317","-10,6845425","-37,1953658333",SIRGAS2000,Definitiva,Vertical,,483,,MR,25,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,Existe,SC-76,SONDA CONVENCIONAL 76,,5/3/2026
1-ME-2-BA,202400106200,3R Bahia,1ME  0002  BA,BA,Recôncavo,A,A    ,ARATU,T,N,1 ,Pioneiro,ABANDONADO POR ERUPÇÃO,ABANDONADO PERMANENTEMENTE,2/8/1961,8/13/1961,8/13/1961,Publico,"	-12:46:02,547","	-38:26:03,960","-12,7673741666","-38,4344333333",SIRGAS2000,Definitiva,Vertical,0,3494.9,0,MR,21.7,0,0,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-49,SONDA CONVENCIONAL 49,I,5/3/2026
1-ME-3-BA,202400119900,3R Bahia,1ME  0003  BA,BA,Recôncavo,A,A    ,ARATU,T,N,1 ,Pioneiro,PRODUTOR SUBCOMERCIAL DE GÁS NATURAL,ABANDONADO PERMANENTEMENTE,9/25/1961,12/1/1961,12/1/1961,Publico,"	-12:45:52,077","	-38:25:54,347","-12,7644658333","-38,4317630555",SIRGAS2000,Definitiva,Vertical,0,2297,0,MR,18.8,0,0,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,BR-1                          ,,I,5/3/2026
1-MF-1-BA,202400055600,,1MF  0001  BA,BA,Recôncavo,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,DEVOLVIDO,8/6/1957,12/5/1957,12/5/1957,Publico,"	-12:21:29,871","	-38:23:36,677","-12,3582975","-38,3935213888",SIRGAS2000,Definitiva,Vertical,,2565.1,,MR,126.19999,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-14,SONDA CONVENCIONAL 14,,5/3/2026
1-MF-1-RN,721000048800,,1MF  0001  RN,RN,Potiguar,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,CEDIDO PARA A CAPTAÇÃO DE ÁGUA,5/30/1980,6/16/1980,6/16/1980,Publico,"	-04:51:38,438","	-37:21:08,982","-4,8606772222","-37,352495",SIRGAS2000,Definitiva,Vertical,,851,,MR,36,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SC-94,SONDA CONVENCIONAL 94,,5/3/2026
1-MG-1-AM,140200039400,,1MG  0001  AM,AM,Solimões,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,11/28/1979,2/28/1980,2/28/1980,Publico,"	-04:56:36,665","	-66:35:14,702","-4,9435180555","-66,5874172222",SIRGAS2000,Definitiva,Vertical,,2949,,MR,90,,,,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,,SM-1                          ,,,5/3/2026
1-MG-1-BA,202400174800,PetroRecôncavo,1MG  0001  BA,BA,Recôncavo,MG,MG   ,MIRANGA,T,N,1 ,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO E GÁS NATURAL,FECHADO,3/1/1965,6/1/1965,6/1/1965,Publico,"	-12:21:34,460","	-38:11:56,368","-12,3595722222","-38,1989911111",SIRGAS2000,Definitiva,Vertical,,2018.3,,MR,86,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-60,SONDA CONVENCIONAL 60,,5/3/2026
1-MGN-1-BA,202400255000,PetroRecôncavo,1MGN 0001  BA,BA,Recôncavo,MGN,MGN  ,MIRANGA NORTE,T,N,1 ,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/4/1971,3/30/1971,3/30/1971,Publico,"	-12:18:03,516","	-38:08:56,416","-12,3009766666","-38,1490044444",SIRGAS2000,Definitiva,Vertical,,2832,,MR,75.59999,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-64,SONDA CONVENCIONAL 64,,5/3/2026
1-MI-2-AM,140300009500,,1MI  0002  AM,AM,Amazonas,Brasil,,,T,N,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ARRASADO,1/20/1960,6/1/1960,6/1/1960,Publico,"	-03:34:43,447","	-59:46:46,847","-3,5787352777","-59,7796797222",SIRGAS2000,Definitiva,Vertical,,1999,,MR,37.79999,,,,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,Existe,SC-3,SONDA CONVENCIONAL 3,,5/3/2026
1-MI-3-AM,140300028500,,1MI  0003  AM,AM,Amazonas,Brasil,,,T,N,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL,ARRASADO,10/23/1971,1/25/1972,1/25/1972,Publico,"	-03:33:21,474","	-59:51:08,392","-3,555965","-59,8523311111",SIRGAS2000,Definitiva,Vertical,,2053.5,,MR,32,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-24,SONDA CONVENCIONAL 24,,5/3/2026
1-MJ-1-BA,202400021600,PetroRecôncavo,1MJ  0001  BA,BA,Recôncavo,MJ,MJ   ,MATA DE SÃO JOÃO,T,N,1 ,Pioneiro,DESCOBRIDOR DE CAMPO COM GÁS NATURAL,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,3/11/1951,7/30/1951,7/30/1951,Publico,"	-12:30:35,148","	-38:17:31,990","-12,5097633333","-38,2922194444",SIRGAS2000,Definitiva,Vertical,,1290.9,,MR,32,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-4,SONDA CONVENCIONAL 4,,5/3/2026
1-ML-1-BA,202400193200,Petrobras,1ML  0001  BA,BA,Recôncavo,ML,ML   ,MALOMBÊ,T,N,1 ,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,ARRASADO,12/26/1965,2/12/1966,2/12/1966,Publico,"	-11:53:34,907","	-37:53:11,939","-11,8930297222","-37,8866497222",SIRGAS2000,Definitiva,Vertical,,1565.1,,MR,113.19999,,,,,,,,,,Existe,,Existe,,Existe,,,,,,,,,,,,SC-27,SONDA CONVENCIONAL 27,,5/3/2026
1-ML-1-MA,500800025500,,1ML  0001  MA,MA,Barreirinhas,Brasil,,,T,N,1 ,Pioneiro,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,10/24/1968,11/6/1968,11/6/1968,Publico,"	-02:37:52,259","	-42:38:19,664","-2,6311830555","-42,6387955555",SIRGAS2000,Definitiva,Vertical,,301,,MR,4,,,,,,,,,,,,,,,,,,,,,,,,,,SC-22,SONDA CONVENCIONAL 22,,5/3/2026
1-ML-1-RN,721000091500,,1ML  0001  RN,RN,Potiguar,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,CEDIDO PARA A CAPTAÇÃO DE ÁGUA,5/26/1982,5/30/1982,5/30/1982,Publico,"	-05:26:23,672","	-36:50:26,254","-5,4399088888","-36,8406261111",SIRGAS2000,Definitiva,Vertical,,330,,MR,41,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SC84,SONDA CONVENCIONAL 84,,5/3/2026
1-ML-1A-MA,500800025600,,1ML  0001A MA,MA,Barreirinhas,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,11/25/1968,2/8/1969,2/8/1969,Publico,"	-02:37:52,259","	-42:38:19,664","-2,6311830555","-42,6387955555",SIRGAS2000,Definitiva,Vertical,,2402,,MR,4.5,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-22,SONDA CONVENCIONAL 22,,5/3/2026
1-MLL-1-BA,202400389300,Petrobras,1MLL 0001  BA,BA,Recôncavo,ML,ML   ,MALOMBÊ,T,N,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,6/6/1983,6/19/1983,6/19/1983,Publico,"	-11:54:10,050","	-37:52:59,153","-11,9027916666","-37,8830980555",SIRGAS2000,Definitiva,Vertical,,1346,,MR,109,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,Existe,SC-34,SONDA CONVENCIONAL 34,,5/3/2026
1-MLL-2-BA,202400437400,Petrobras,1MLL 0002  BA,BA,Recôncavo,ML,,,T,N,1 ,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,ARRASADO,7/12/1985,8/6/1985,8/6/1985,Publico,"	-11:54:43,139","	-37:52:54,715","-11,9119830555","-37,8818652777",SIRGAS2000,Definitiva,Vertical,0,1440,0,MR,125.8,0,0,NM,,,,,,,Existe,,,,Existe,,,,,,,,,,,Existe,UN-2                          ,,I,5/3/2026
1-MM-1-BA,202400422000,Petrobras,1MM  0001  BA,BA,Recôncavo,RBU,RBU  ,RIO DO BU,T,N,1 ,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,10/25/1984,11/12/1984,11/12/1984,Publico,"	-11:50:42,950","	-37:50:32,351","-11,8452638888","-37,8423197222",SIRGAS2000,Definitiva,Vertical,,1559,,MR,101,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,Existe,ET-4                          ,,,5/3/2026
1-MN-1-BA,202400182200,,1MN  0001  BA,BA,Recôncavo,Brasil,,,T,N,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,9/15/1965,10/23/1965,10/23/1965,Publico,"	-12:54:56,020","	-38:39:25,373","-12,9155611111","-38,6570480555",SIRGAS2000,Definitiva,Vertical,,1858,,MR,53.09999,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-28,SONDA CONVENCIONAL 28,,5/3/2026
1-MN-1-RN,721000277800,3R Potiguar,1MN  0001  RN,RN,Potiguar,CAM,CAM  ,CANTO DO AMARO,T,N,1 ,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/17/1987,2/23/1987,2/23/1987,Publico,"	-05:07:01,495","	-37:11:14,828","-5,1170819444","-37,1874522222",SIRGAS2000,Definitiva,Vertical,,1101,,MR,23,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
1-MO-1-ES,342700295300,,1MO  0001  ES,ES,Espírito Santo,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,DEVOLVIDO,3/29/1976,5/12/1976,5/12/1976,Publico,"	-19:31:46,821","	-39:47:49,079","-19,5296725","-39,7969663888",SIRGAS2000,Definitiva,Vertical,0,2725,0,MR,10.2,0,0,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-60,SONDA CONVENCIONAL 60,I,5/3/2026
1-MO-1-MA,500700001200,,1MO  0001  MA,MA,São Luís,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,3/26/1956,1/1/1957,1/1/1957,Publico,"	-02:18:01,349","	-45:12:01,483","-2,3003747222","-45,2004119444",SIRGAS2000,Definitiva,Vertical,,3745.8,,MR,30,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-30,SONDA CONVENCIONAL 30,,5/3/2026
1-MO-1-PR,643000691700,,1MO  0001  PR,PR,Paraná,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,4/25/1961,9/26/1961,9/26/1961,Publico,"	-24:22:25,008","	-50:52:36,967","-24,3736133333","-50,8769352777",SIRGAS2000,Definitiva,Vertical,,2017.5,,MR,816,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-42,SONDA CONVENCIONAL 42,,5/3/2026
1-MO-1-SE,901200005700,,1MO  0001  SE,SE,Sergipe,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,DEVOLVIDO,1/3/1960,7/14/1960,7/14/1960,Publico,"	-11:03:39,671","	-37:06:52,565","-11,0610197222","-37,1146013888",SIRGAS2000,Definitiva,Vertical,,3668,,MR,10,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,Existe,SC-61,SONDA CONVENCIONAL 61,,5/3/2026
1-MO-2-ES,342700075300,,1MO  0002  ES,ES,Espírito Santo,Brasil,,,T,N,1 ,Pioneiro,PRODUTOR SUBCOMERCIAL DE GÁS NATURAL,DEVOLVIDO,7/29/1982,8/10/1982,8/10/1982,Publico,"	-19:32:00,841","	-39:46:50,386","-19,5335669444","-39,7806627777",SIRGAS2000,Definitiva,Vertical,,2711,,MR,9,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-60,SONDA CONVENCIONAL 60,,5/3/2026
1-MO-2-PR,643000704600,,1MO  0002  PR,PR,Paraná,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,11/7/1961,3/30/1962,3/30/1962,Publico,"	-24:26:09,677","	-50:52:38,410","-24,4360213888","-50,8773361111",SIRGAS2000,Definitiva,Vertical,,1991.7,,MR,816,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-42,SONDA CONVENCIONAL 42,,5/3/2026
1-MO-2-SE,901200008900,,1MO  0002  SE,SE,Sergipe,Brasil,MO   ,MOSQUEIRO,T,N,1 ,Pioneiro,PORTADOR DE PETRÓLEO,ARRASADO,9/9/1961,12/19/1961,12/19/1961,Publico,"	-11:04:36,630","	-37:07:33,645","-11,0768416666","-37,1260125",SIRGAS2000,Definitiva,Vertical,,2693,,MR,11,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-60,SONDA CONVENCIONAL 60,,5/3/2026
1-MO-21-RN,721000052200,3R Potiguar,1MO  0021  RN,RN,Potiguar,CAM,CAM  ,CANTO DO AMARO,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,10/28/1980,11/10/1980,11/10/1980,Publico,"	-05:09:05,430","	-37:16:22,965","-5,1515083333","-37,2730458333",SIRGAS2000,Definitiva,Vertical,,1061,,MR,22,0,0,NM,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SC84,SONDA CONVENCIONAL 84,,5/3/2026
1-MO-23-RN,721000055100,3R Potiguar,1MO  0023  RN,RN,Potiguar,,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,2/6/1981,2/20/1981,2/20/1981,Publico,"	-05:13:45,999","	-37:19:20,542","-5,2294441666","-37,3223727777",SIRGAS2000,Definitiva,Vertical,0,1050,0,MR,42,0,0,NM,,,,,,,Existe,,,,Existe,,,,,,,,,,,Existe,SC-85,SONDA CONVENCIONAL 85,I,5/3/2026
1-MO-3-SE,901200009900,,1MO  0003  SE,SE,Sergipe,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,DEVOLVIDO,2/8/1962,4/9/1962,4/9/1962,Publico,"	-11:05:13,522","	-37:08:43,898","-11,0870894444","-37,1455272222",SIRGAS2000,Definitiva,Vertical,,2379,,MR,12,,,,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SC-60,SONDA CONVENCIONAL 60,,5/3/2026
